,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company,mileage,seats
2957,etios,2016,630000,90000,Diesel,Individual,Manual,Second Owner,toyota,23.59,5
2958,xcent,2015,375000,55000,Petrol,Individual,Manual,First Owner,hyundai,24.4,5
2959,xylo,2010,300000,70000,Diesel,Individual,Manual,First Owner,mahindra,14.0,7
2960,bolero,2016,580000,95000,Diesel,Individual,Manual,Second Owner,mahindra,15.96,7
2961,verna,2014,550000,50000,Diesel,Individual,Manual,First Owner,hyundai,17.1,5
2962,ciaz,2016,750000,50000,Diesel,Individual,Manual,First Owner,maruti,28.09,5
2963,omni,2014,250000,60516,Petrol,Individual,Manual,First Owner,maruti,16.8,8
2966,swift,2016,685000,64000,Diesel,Dealer,Manual,First Owner,maruti,20.4,5
2967,swift,2014,540000,65000,Diesel,Dealer,Manual,First Owner,maruti,25.2,5
2968,city,2018,1165000,13000,Petrol,Dealer,Automatic,Test Drive Car,honda,17.8,5
2969,ecosport,2014,610000,77000,Diesel,Dealer,Manual,First Owner,ford,23.0,5
2970,eon,2011,254999,24000,Petrol,Dealer,Manual,First Owner,hyundai,21.1,5
2972,tiago,2017,370000,25000,Petrol,Individual,Manual,First Owner,tata,23.84,5
2975,linea,2011,190000,80000,Diesel,Individual,Manual,Third Owner,fiat,20.4,5
2976,punto,2010,165000,100000,Petrol,Individual,Manual,Fourth & Above Owner,fiat,20.3,5
2977,ecosport,2017,710000,40000,Diesel,Individual,Manual,First Owner,ford,22.77,5
2978,creta,2018,1200000,15000,Petrol,Individual,Manual,First Owner,hyundai,15.8,5
2979,zen,2011,229999,70000,Petrol,Individual,Manual,First Owner,maruti,17.3,5
2980,kwid,2018,310000,15000,Petrol,Individual,Manual,First Owner,renault,25.17,5
2981,wagon r,2015,320000,40000,Petrol,Individual,Manual,First Owner,maruti,18.9,5
2983,verna,2009,160000,90000,Diesel,Individual,Manual,First Owner,hyundai,19.08,5
2984,800 ac,2007,60000,52000,Petrol,Individual,Manual,First Owner,maruti,16.1,5
2987,duster,2017,700000,60000,Diesel,Individual,Manual,First Owner,renault,19.01,5
2988,alto k10,2017,300000,31489,Petrol,Individual,Manual,First Owner,maruti,23.95,5
2989,i20,2018,830000,40000,Diesel,Individual,Manual,First Owner,hyundai,17.19,5
2990,verna,2010,229999,70000,Petrol,Individual,Manual,First Owner,hyundai,16.2,5
2991,i20,2013,400000,100000,Diesel,Individual,Manual,First Owner,hyundai,18.5,5
2992,others,2005,300000,70000,Petrol,Individual,Manual,Second Owner,maruti,13.44,8
2993,figo,2013,300000,50000,Diesel,Individual,Manual,First Owner,ford,18.5,5
2994,fiesta,2009,80000,180000,Diesel,Individual,Manual,Second Owner,ford,17.8,5
2995,800 ac,2008,80000,50000,Petrol,Individual,Manual,Second Owner,maruti,16.1,5
2997,indica,2012,300000,110000,Diesel,Individual,Manual,First Owner,tata,17.2,5
2998,baleno,2018,700000,26000,Petrol,Individual,Automatic,First Owner,maruti,21.01,5
2999,vitara brezza,2016,975000,65000,Diesel,Individual,Manual,First Owner,maruti,24.3,5
3000,others,2009,500000,130000,Diesel,Individual,Manual,First Owner,chevrolet,17.45,7
3001,duster,2013,550000,75000,Diesel,Individual,Manual,Second Owner,renault,19.87,5
3002,terrano,2014,550000,110000,Diesel,Individual,Manual,Second Owner,nissan,20.45,5
3003,alto k10,2014,240000,50000,Petrol,Individual,Manual,First Owner,maruti,20.92,5
3005,indica,2009,120000,80000,Petrol,Individual,Manual,Second Owner,tata,17.0,5
3006,alto 800,2013,900000,60000,Petrol,Individual,Manual,Second Owner,maruti,22.74,5
3007,city,2009,250000,90000,Petrol,Individual,Manual,Second Owner,honda,17.0,5
3008,kwid,2017,280000,36000,Petrol,Individual,Manual,First Owner,renault,23.01,5
3009,indica,2010,85000,87000,Diesel,Individual,Manual,First Owner,tata,16.8,5
3010,indica,2011,90000,80000,Diesel,Individual,Manual,First Owner,tata,18.0,5
3011,enjoy,2015,500000,50000,Diesel,Individual,Manual,First Owner,chevrolet,18.2,7
3012,800 ac,2013,200000,60000,Petrol,Individual,Manual,First Owner,maruti,16.1,5
3013,kwid,2015,250000,50000,Petrol,Individual,Manual,First Owner,renault,25.17,5
3014,swift dzire,2014,185000,40000,Diesel,Individual,Manual,Third Owner,maruti,28.4,5
3015,i10,2008,100000,60000,Petrol,Individual,Manual,Second Owner,hyundai,20.36,5
3019,eon,2015,225000,80000,Petrol,Individual,Manual,First Owner,hyundai,21.1,5
3020,alto k10,2017,320000,50000,Petrol,Individual,Manual,Second Owner,maruti,20.92,5
3025,xuv500,2013,850000,85710,Diesel,Dealer,Manual,First Owner,mahindra,15.1,7
3026,figo,2011,250000,55130,Diesel,Dealer,Manual,Second Owner,ford,20.0,5
3027,ecosport,2014,580000,63356,Diesel,Dealer,Manual,Second Owner,ford,22.7,5
3028,fortuner,2012,1680000,129627,Diesel,Dealer,Manual,First Owner,toyota,11.5,7
3030,tiago,2017,300000,50000,Petrol,Individual,Manual,First Owner,tata,23.84,5
3031,etios livo,2012,269000,70000,Petrol,Individual,Manual,Second Owner,toyota,23.59,5
3032,alto k10,2018,231999,20000,Petrol,Individual,Manual,First Owner,maruti,23.95,5
3033,beat,2011,150000,60000,Petrol,Individual,Manual,Third Owner,chevrolet,25.44,5
3034,grand i10,2017,495000,5000,Petrol,Individual,Manual,First Owner,hyundai,18.9,5
3035,ciaz,2014,700000,15000,Petrol,Individual,Manual,First Owner,maruti,20.28,5
3036,go plus,2018,400000,4400,Petrol,Individual,Manual,Second Owner,datsun,19.72,7
3038,duster,2013,421000,45000,Diesel,Individual,Manual,First Owner,renault,20.46,5
3040,i10,2014,295000,38500,Petrol,Individual,Manual,First Owner,hyundai,20.36,5
3041,i10,2011,220000,25000,Petrol,Individual,Manual,First Owner,hyundai,20.36,5
3044,verna,2012,300000,40000,Petrol,Individual,Manual,First Owner,hyundai,17.01,5
3047,eon,2012,245000,14987,Petrol,Dealer,Manual,First Owner,hyundai,21.1,5
3048,ecosport,2016,650000,25061,Diesel,Dealer,Manual,First Owner,ford,15.85,5
3049,ecosport,2017,760000,42494,Diesel,Dealer,Manual,First Owner,ford,18.88,5
3050,amaze,2014,395000,44875,Diesel,Dealer,Manual,First Owner,honda,15.5,5
3051,figo,2014,280000,89741,Diesel,Dealer,Manual,Second Owner,ford,20.0,5
3056,i20,2018,650000,30000,Petrol,Individual,Manual,First Owner,hyundai,18.6,5
3057,freestyle,2019,525000,16000,Diesel,Individual,Manual,First Owner,ford,24.4,5
3058,wagon r,2010,195000,80000,CNG,Individual,Manual,Second Owner,maruti,20.51,5
3059,ertiga,2016,650000,60000,Diesel,Individual,Manual,First Owner,maruti,20.77,7
3060,tuv300,2015,540000,110000,Diesel,Individual,Manual,First Owner,mahindra,18.49,7
3061,alto 800,2014,180000,61000,Petrol,Individual,Manual,First Owner,maruti,22.74,5
3062,ertiga,2018,980000,50000,Diesel,Individual,Manual,First Owner,maruti,20.77,7
3063,punto,2014,250000,90000,Diesel,Individual,Manual,First Owner,fiat,20.3,5
3064,grand i10,2018,550000,35000,Petrol,Individual,Automatic,First Owner,hyundai,18.9,5
3065,vento,2015,509999,43000,Petrol,Individual,Manual,Second Owner,volkswagen,22.27,5
3066,alto k10,2017,320000,50000,Petrol,Individual,Manual,First Owner,maruti,20.92,5
3067,eon,2016,275000,25000,Petrol,Individual,Manual,First Owner,hyundai,21.1,5
3069,wagon r,2009,145000,50000,Petrol,Individual,Manual,Second Owner,maruti,20.51,5
3071,verna,2012,520000,35000,Diesel,Individual,Manual,First Owner,hyundai,17.7,5
3073,innova,2011,725000,110000,Diesel,Individual,Manual,Third Owner,toyota,12.99,7
3074,800 ac,2006,55000,70000,Petrol,Individual,Manual,Second Owner,maruti,16.1,5
3075,city,2014,600000,100000,Diesel,Individual,Manual,First Owner,honda,17.7,5
3076,vento,2013,330000,120000,Diesel,Individual,Manual,Second Owner,volkswagen,20.54,5
3077,swift dzire,2015,470000,89000,Diesel,Individual,Manual,First Owner,maruti,19.3,5
3078,swift,2013,365000,120000,Diesel,Individual,Manual,First Owner,maruti,22.9,5
3079,eon,2013,250000,40000,Petrol,Individual,Manual,Second Owner,hyundai,21.1,5
3080,wagon r,2017,430000,17000,Petrol,Individual,Manual,First Owner,maruti,20.51,5
3082,swift dzire,2015,615000,110000,Petrol,Individual,Manual,Second Owner,maruti,28.4,5
3083,figo,2011,150000,120000,Diesel,Individual,Manual,Second Owner,ford,20.0,5
3084,figo,2014,240000,90000,Diesel,Individual,Manual,First Owner,ford,20.0,5
3085,scorpio s10,2014,800000,90000,Diesel,Individual,Manual,First Owner,mahindra,15.4,7
3086,eon,2015,240000,110000,LPG,Individual,Manual,First Owner,hyundai,21.1,5
3087,ecosport,2014,600000,87000,Diesel,Individual,Manual,Second Owner,ford,22.77,5
3090,city,2011,300000,64000,Petrol,Individual,Manual,Second Owner,honda,17.8,5
3092,bolero,2011,300000,110000,Diesel,Individual,Manual,First Owner,mahindra,13.6,7
3093,a-star,2012,150000,70000,Petrol,Individual,Automatic,First Owner,maruti,19.0,5
3094,cruze,2010,320000,60000,Diesel,Individual,Manual,Third Owner,chevrolet,18.3,5
3096,kwid,2017,300000,13000,Petrol,Individual,Manual,Second Owner,renault,20.71,5
3097,terrano,2016,1000000,60000,Diesel,Individual,Manual,First Owner,nissan,20.45,5
3098,new safari,2012,450000,97000,Diesel,Individual,Manual,Second Owner,tata,11.57,7
3100,swift dzire,2013,500000,50000,Petrol,Individual,Manual,First Owner,maruti,28.4,5
3101,indigo,2012,200000,120000,Diesel,Individual,Manual,Second Owner,tata,17.0,5
3102,alto,2006,60000,100000,Petrol,Individual,Manual,Second Owner,maruti,19.7,5
3104,alto k10,2015,155000,60000,Petrol,Individual,Manual,First Owner,maruti,20.2,5
3105,swift,2019,600000,5000,Petrol,Individual,Manual,First Owner,maruti,22.0,5
3106,kwid,2016,300000,20000,Petrol,Individual,Manual,First Owner,renault,23.01,5
3107,creta,2018,850000,12500,Petrol,Individual,Manual,First Owner,hyundai,15.8,5
3108,eeco,2019,470000,4000,CNG,Individual,Manual,First Owner,maruti,15.37,5
3109,figo,2019,600000,25000,Petrol,Individual,Manual,First Owner,ford,20.0,5
3110,innova,2013,700000,70000,Diesel,Individual,Manual,Second Owner,toyota,12.99,7
3114,xcent,2018,450000,70000,Diesel,Individual,Manual,Second Owner,hyundai,25.4,5
3115,xuv500,2014,750000,100000,Diesel,Individual,Manual,Second Owner,mahindra,16.0,7
3116,innova,2013,775000,70000,Diesel,Individual,Manual,Second Owner,toyota,12.99,7
3118,amaze,2015,360000,80000,Petrol,Individual,Manual,Second Owner,honda,25.8,5
3119,corolla altis,2010,250000,120000,Diesel,Individual,Manual,First Owner,toyota,21.43,5
3120,compass,2017,1490000,22038,Diesel,Individual,Manual,First Owner,jeep,16.0,5
3121,terrano,2013,600000,80000,Diesel,Individual,Manual,First Owner,nissan,20.45,5
3122,alto,2010,120000,90000,Petrol,Individual,Manual,First Owner,maruti,19.7,5
3123,new safari,2012,320000,140000,Diesel,Individual,Manual,Second Owner,tata,11.57,7
3125,swift dzire,2015,302000,60000,Diesel,Individual,Manual,First Owner,maruti,20.85,5
3126,swift dzire,2014,150000,60000,Petrol,Individual,Manual,Second Owner,maruti,26.59,5
3127,indica,2012,200000,90000,Diesel,Individual,Manual,Second Owner,tata,25.0,5
3128,swift,2008,120000,175000,Diesel,Individual,Manual,Second Owner,maruti,17.8,5
3129,xuv500,2019,1400000,10000,Diesel,Individual,Manual,First Owner,mahindra,15.1,7
3131,innova,2012,449000,90000,Diesel,Individual,Manual,First Owner,toyota,12.99,7
3132,alto,2007,100000,70000,Petrol,Individual,Manual,First Owner,maruti,19.7,5
3133,grand i10,2018,600000,2500,Petrol,Individual,Manual,First Owner,hyundai,20.7,5
3134,beat,2012,250000,40000,Diesel,Individual,Manual,First Owner,chevrolet,18.6,5
3135,baleno,2018,550000,63000,Petrol,Individual,Manual,First Owner,maruti,21.4,5
3137,superb,2012,650000,60000,Petrol,Dealer,Automatic,First Owner,skoda,13.7,5
3139,quanto,2014,285000,89126,Diesel,Individual,Manual,First Owner,mahindra,17.21,7
3141,ciaz,2019,869999,15000,Petrol,Dealer,Automatic,First Owner,maruti,20.28,5
3144,xuv500,2015,750000,70000,Diesel,Individual,Automatic,Second Owner,mahindra,16.0,7
3147,vento,2016,724000,48980,Diesel,Dealer,Automatic,First Owner,volkswagen,15.04,5
3148,amaze,2014,440000,46000,Petrol,Dealer,Automatic,First Owner,honda,15.5,5
3149,spark,2009,70000,60000,Petrol,Individual,Manual,Third Owner,chevrolet,18.0,5
3150,baleno,2015,511000,58000,Diesel,Dealer,Manual,First Owner,maruti,27.39,5
3152,i20,2017,640000,37000,Petrol,Individual,Manual,First Owner,hyundai,18.6,5
3153,santro,2009,120000,70000,Petrol,Individual,Manual,Fourth & Above Owner,hyundai,18.83,5
3154,beat,2012,126000,98900,Diesel,Individual,Manual,Third Owner,chevrolet,25.44,5
3156,tuv300,2017,650000,60000,Diesel,Individual,Manual,First Owner,mahindra,18.49,7
3157,grand i10,2014,450000,80000,Petrol,Individual,Manual,Second Owner,hyundai,18.9,5
3158,zen,2010,110000,80000,CNG,Individual,Manual,Fourth & Above Owner,maruti,18.2,5
3159,bolero,2017,600000,40000,Diesel,Individual,Manual,First Owner,mahindra,15.96,7
3160,xuv500,2012,620000,80000,Diesel,Individual,Manual,Second Owner,mahindra,15.1,7
3161,ecosport,2014,600000,30000,Diesel,Individual,Manual,First Owner,ford,23.0,5
3162,bolero,2018,795000,35000,Diesel,Individual,Manual,First Owner,mahindra,16.5,7
3164,hexa,2018,1350000,34000,Diesel,Individual,Automatic,First Owner,tata,17.6,7
3165,xylo,2014,350000,145000,Diesel,Individual,Manual,First Owner,mahindra,14.0,7
3166,redi-go,2018,300000,25000,Petrol,Individual,Automatic,First Owner,datsun,22.7,5
3167,sunny,2018,500000,70000,Diesel,Individual,Manual,First Owner,nissan,21.64,5
3170,indigo,2013,220000,100000,Diesel,Individual,Manual,First Owner,tata,19.09,5
3172,jazz,2017,585000,14000,Petrol,Dealer,Manual,First Owner,honda,18.7,5
3175,xylo,2017,600000,99700,Diesel,Individual,Manual,First Owner,mahindra,14.0,7
3177,city,2014,650000,49654,Diesel,Dealer,Manual,First Owner,honda,25.6,5
3178,grand i10,2016,550000,45457,Petrol,Dealer,Manual,First Owner,hyundai,18.9,5
3179,creta,2017,1260000,39221,Diesel,Dealer,Manual,First Owner,hyundai,21.38,5
3180,i20,2016,660000,48220,Petrol,Dealer,Manual,First Owner,hyundai,22.54,5
3181,i20,2017,700000,11114,Petrol,Dealer,Manual,First Owner,hyundai,22.54,5
3182,getz,2008,235000,60208,Diesel,Dealer,Manual,First Owner,hyundai,15.0,5
3183,vento,2013,475000,80000,Diesel,Dealer,Manual,First Owner,volkswagen,20.54,5
3186,city,2015,850000,58000,Petrol,Dealer,Automatic,First Owner,honda,17.8,5
3187,xylo,2017,585000,85441,Diesel,Dealer,Manual,First Owner,mahindra,14.0,7
3189,swift dzire,2019,650000,35000,Diesel,Individual,Manual,First Owner,maruti,19.1,5
3191,vento,2013,525000,71500,Diesel,Dealer,Manual,First Owner,volkswagen,20.54,5
3192,5 series,2019,4800000,12999,Diesel,Dealer,Automatic,First Owner,bmw,18.12,5
3194,zen,2007,160000,90000,Petrol,Individual,Manual,Second Owner,maruti,19.0,5
3195,creta,2017,900000,14700,Petrol,Individual,Manual,First Owner,hyundai,15.8,5
3197,wagon r,2017,400000,50000,Petrol,Individual,Manual,First Owner,maruti,20.51,5
3198,santro,2009,150000,100000,Petrol,Individual,Manual,Second Owner,hyundai,18.83,5
3200,getz,2007,110000,90000,Petrol,Individual,Manual,First Owner,hyundai,15.3,5
3202,go plus,2017,350000,80000,Petrol,Individual,Manual,First Owner,datsun,20.62,7
3203,i20,2012,310000,92686,Diesel,Dealer,Manual,Second Owner,hyundai,17.0,5
3205,vento,2011,350000,90000,Petrol,Individual,Manual,Second Owner,volkswagen,20.54,5
3207,xuv500,2017,1300000,40000,Diesel,Individual,Automatic,First Owner,mahindra,15.1,7
3208,eon,2014,280000,55000,Petrol,Individual,Manual,First Owner,hyundai,21.1,5
3210,alto,2011,150000,40000,Petrol,Individual,Manual,Second Owner,maruti,19.7,5
3214,others,2013,550000,38500,Diesel,Individual,Manual,First Owner,renault,13.5,5
3215,nexon,2018,775000,35000,Petrol,Individual,Manual,First Owner,tata,21.5,5
3217,800 ac,2005,65000,70000,Petrol,Individual,Manual,Second Owner,maruti,16.1,5
3218,wagon r,2008,200000,90000,Petrol,Individual,Manual,Second Owner,maruti,18.9,5
3219,wagon r,2010,240000,50000,Petrol,Individual,Manual,Second Owner,maruti,37.24,5
3221,innova,2010,400000,120000,Diesel,Individual,Manual,First Owner,toyota,12.8,7
3225,eon,2014,320000,80000,Petrol,Individual,Manual,First Owner,hyundai,21.1,5
3226,micra,2013,300000,90000,Diesel,Individual,Manual,First Owner,nissan,18.06,5
3227,alto 800,2018,285000,14000,Petrol,Individual,Manual,First Owner,maruti,24.7,5
3229,alto,2011,175000,60000,Petrol,Individual,Manual,Third Owner,maruti,19.7,5
3230,cruze,2011,350000,74000,Diesel,Individual,Manual,Second Owner,chevrolet,17.3,5
3231,figo aspire,2020,530000,45000,Diesel,Dealer,Manual,First Owner,ford,17.01,5
3232,city,2017,1025000,38000,Diesel,Dealer,Manual,First Owner,honda,17.4,5
3233,br-v,2017,950000,24000,Diesel,Dealer,Manual,First Owner,honda,21.9,7
3234,wr-v,2017,725000,29976,Petrol,Dealer,Manual,First Owner,honda,25.5,5
3235,city,2017,919999,41000,Petrol,Dealer,Manual,First Owner,honda,17.4,5
3236,jazz,2018,700000,15000,Diesel,Dealer,Manual,First Owner,honda,18.7,5
3238,br-v,2017,840000,30646,Petrol,Dealer,Manual,First Owner,honda,15.4,7
3239,wagon r,2015,365000,23600,Petrol,Dealer,Manual,First Owner,maruti,20.51,5
3240,city,2014,665000,71318,Diesel,Dealer,Manual,First Owner,honda,26.0,5
3242,eon,2014,225000,30000,Petrol,Individual,Manual,First Owner,hyundai,21.1,5
3243,i10,2012,229999,45000,Petrol,Individual,Manual,Second Owner,hyundai,19.81,5
3244,santro,2008,145000,67000,Petrol,Individual,Manual,First Owner,hyundai,17.92,5
3245,ecosport,2017,750000,18054,Petrol,Dealer,Manual,First Owner,ford,23.0,5
3246,city,2015,785000,40000,Diesel,Individual,Manual,First Owner,honda,17.4,5
3247,i10,2011,225000,30000,Petrol,Individual,Manual,First Owner,hyundai,19.81,5
3248,xcent,2017,300000,80000,Diesel,Individual,Manual,First Owner,hyundai,25.4,5
3249,i20,2016,680000,20000,Diesel,Individual,Manual,First Owner,hyundai,18.6,5
3250,tuv300,2016,700000,40000,Diesel,Individual,Manual,First Owner,mahindra,18.49,7
3251,indigo,2011,180000,120000,Diesel,Individual,Manual,First Owner,tata,17.0,5
3252,fiesta,2008,270000,120000,Diesel,Individual,Manual,Second Owner,ford,17.8,5
3254,xylo,2018,1100000,70000,Diesel,Individual,Manual,First Owner,mahindra,14.0,7
3256,rapid,2013,430000,88000,Diesel,Individual,Manual,Second Owner,skoda,21.14,5
3257,swift,2014,550000,38406,Diesel,Dealer,Manual,First Owner,maruti,28.4,5
3258,santro,2014,320000,54350,Petrol,Dealer,Manual,First Owner,hyundai,17.92,5
3259,wagon r,2015,390000,32260,Petrol,Dealer,Manual,First Owner,maruti,20.52,5
3261,swift,2012,370000,59858,Petrol,Dealer,Manual,First Owner,maruti,25.2,5
3262,alto,2010,190000,73350,Petrol,Dealer,Manual,First Owner,maruti,19.7,5
3264,city,2013,450000,96987,Petrol,Dealer,Manual,First Owner,honda,26.0,5
3265,swift dzire,2015,550000,61187,Diesel,Dealer,Manual,First Owner,maruti,26.59,5
3268,grand i10,2019,500000,30000,Petrol,Individual,Manual,First Owner,hyundai,18.9,5
3269,ciaz,2015,800000,30000,Petrol,Individual,Manual,First Owner,maruti,20.73,5
3270,swift,2009,265000,120000,Diesel,Individual,Manual,Second Owner,maruti,17.8,5
3271,figo,2012,175000,180000,Diesel,Individual,Manual,First Owner,ford,20.0,5
3272,manza,2010,165000,80000,Diesel,Individual,Manual,First Owner,tata,15.0,5
3274,creta,2015,1025000,90000,Diesel,Individual,Manual,Second Owner,hyundai,15.29,5
3275,innova,2014,1030000,250000,Diesel,Individual,Manual,Second Owner,toyota,12.8,7
3276,cruze,2012,380000,90000,Diesel,Individual,Manual,Fourth & Above Owner,chevrolet,18.1,5
3277,swift dzire,2010,250000,110000,Diesel,Individual,Manual,Third Owner,maruti,23.4,5
3280,eon,2018,350000,15000,Petrol,Individual,Manual,First Owner,hyundai,21.1,5
3281,alto,2010,190000,52000,Petrol,Individual,Manual,Second Owner,maruti,19.7,5
3283,swift,2013,475000,60000,Petrol,Individual,Manual,Second Owner,maruti,25.2,5
3284,alto 800,2018,300000,17000,Petrol,Individual,Manual,First Owner,maruti,22.74,5
3285,beat,2016,250000,70000,Petrol,Individual,Manual,Third Owner,chevrolet,18.6,5
3287,figo,2012,290000,125000,Diesel,Individual,Manual,Second Owner,ford,20.0,5
3289,xuv500,2015,1000000,120000,Diesel,Individual,Manual,Second Owner,mahindra,15.1,7
3292,wagon r,2012,229999,40000,Petrol,Individual,Manual,Second Owner,maruti,20.51,5
3294,others,2005,175000,100000,Petrol,Individual,Manual,Fourth & Above Owner,toyota,17.7,5
